,job_title,job_description,location,company_name,revenue,size,type_of_ownership,industry,sector,company_text,salary_estimate,rating,founded,employer_provided_salary,min_salary,avg_salary,max_salary,company_age,python_yn,r_yn,sql_yn,excel_yn,job_simplified,seniority,desc_length
68,Data Science Trainer,"Experience
Minimum 4+ Years of experience in machine learning & data analytics.
Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks, Convolutional Neural Networks, Recurrent Neural Networks, and NLP.
Very good knowledge of Django/Flask, SQL, and TABLEAU is preferable.
Deployment on AWS/GCP/Azure is preferable.
Real-Time experience of working on Data Science (ML, DL & NLP) Projects is mandatory.
Methodical and Aggressive learner.
Roles & Responsibilities:",Hyderābād,Innomatics Research Labs,None,None,None,None,None,Innomatics Research Labs,Employer Provided Salary:₹12L,0.0,0,1,12,12.0,12,0,1,1,1,0,data scientist,na,491
69,Deputy Manager_Assistant Lead_Data Science_GBIS-PUNe,"Description
The Big Data Analyst assists in proving actionable insights through analyses of large structured and unstructured datasets from unrelated sources. They ensure the delivery of future predictions based on previous data patterns to provide solutions to business problems and requirements.The Big Data Analyst assists business decisions using data science and statistical analysis through the wide ranges of data available to them, ensuring scalability in order to deliver the Big Data strategy and achieve business objectives.Typically reports to the Big Data Analytics Manager.
Demonstrates deep understanding of modelling techniques, algorithms and being able to tune, modify and implement changes to address different business questions;
Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex business problems;",Pune,"Vodafone
4.0",$10+ billion (USD),10000+ Employees,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,Vodafone,₹6L - ₹8L (Glassdoor Est.),4.0,1982,0,6,7.0,8,40,0,1,0,0,data scientist,senior,922
70,Data Science,"Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization
Additional Responsibilities:
• Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation
Technical and Professional Requirements:
• Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Preferred Skills:
Python,Artificial Intelligence->Python ML,Machine Learning->Data Science,Artificial Intelligence->NLP Deep Learning Algorithms,Bigdata->Pyspark
Educational Requirements
Bachelor of Engineering",Bangalore,"Infosys Limited
3.9",$10+ billion (USD),10000+ Employees,Company - Public,Information Technology Support Services,Information Technology,Infosys Limited,₹4L - ₹14L (Glassdoor Est.),3.9,1981,0,4,9.0,14,41,1,1,1,0,data scientist,na,1612
71,NLP Research Intern,"As a member of the NLP Research group, you will work on challenging research problems that have a concrete impact on exciting real-world applications.
Looking for candidates with
- strong mathematical background in natural language processing
- knowledge of python, pandas, BERT, LSTM
- build and train neural networks
- able to work independently
Job Types: Full-time, Regular / Permanent",Chennai,Santa Fe Research Pvt Ltd,None,None,None,None,None,Santa Fe Research Pvt Ltd,Employer Provided Salary:₹15T - ₹20T,0.0,0,1,15,17.5,20,0,1,1,0,0,na,na,389
72,Data Scientist,"Introduction
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use the latest software development tools, techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.

Your Role and Responsibilities
We are looking for Software Developers responsible for the development, design and implementation of Enterprise Software Applications for IBM. Typically sitting within the engineering team, a Software Developer will be involved in liaising with the Business Analysts, Offering managers and Delivery Managers to ensure software projects meet requirements. We use a number of open source tools and technologies in the development of our applications that are deployed on public cloud.
Who are you:
As Build Labs Team Data Scientist, you will support the creation of cloud applications that work smarter and more effectively by infusing data science workflows to extract business insights from data. These insights will drive increased value – for many of the biggest and most complex ISV partner applications. You will work with a team of engineers with expertise in industry-leading Cloud platforms and technologies to implement these transformations.

To succeed, you will become a trusted collaborator with ISV partner developers and data scientists as they move their technologies and offerings to IBM software solutions across multi-cloud platforms. You will have an opportunity to consult and provide guidance to ISV partners as they integrate their products, services and offerings to IBM software solutions across multi-cloud platforms.
This role will interface with marketing, expert services, development, other IBM delivery organizations and business development leaders to ensure successful outcomes. Candidates must be comfortable working in a dynamic and rapidly evolving agile work environment.
This is an opportunity for you to help IBM and external partners succeed in growing cloud presence.

:",Ahmedabad,"IBM
4.1",$10+ billion (USD),10000+ Employees,Company - Public,Information Technology Support Services,Information Technology,IBM,₹6L - ₹18L (Glassdoor Est.),4.1,1911,0,6,12.0,18,111,0,1,0,0,data scientist,na,2399
73,Data Scientist,"ASSOCIATE DATA SCIENTIST
JOB DESCRIPTION :
Job Role and Summary :
We are Leaz - looking for a Associate Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem- solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
A. Duties and Responsibilities :",New Delhi,LEAZ EDUTECH OPC PVT LTD,None,None,None,None,None,LEAZ EDUTECH OPC PVT LTD,Employer Provided Salary:₹4L - ₹7L,0.0,0,1,4,5.5,7,0,0,1,0,0,data scientist,na,651
74,DATA SCIENCE TRAINER,"Mobile No- 8591614155
POSITION TITLE- DATA SCIENCE TRAINER
KEY RESPONSIBILITIES-Perform following jobs
Teach PYTHON programming , machine learning and AI
COMPETENCIES/SKILLS-
Good knowledge in python , machine learning, Data Manipulation and Analysis, Programming knowledge
Qualification-",Thāne,"Nettech India
3.4",None,1 to 50 Employees,Unknown / Non-Applicable,None,None,Nettech India,Employer Provided Salary:₹20T - ₹50T,3.4,0,1,20,35.0,50,0,1,1,0,0,data scientist,na,288
75,Data Scientist,"Company Description

Meet slice - the simplest way to pay!
We are a one-stop payment app for all your spending needs. Our goal is to make money management simpler & faster for you. We provide an easy & transparent app to help our members transact seamlessly using card or UPI and manage all their spends at one place. We have 12Mn+ registered members with an average age of 27, making us a market leader for the Gen-Z and millennials.
Oh, btw, our users get up to 2% cashback on all card spends and enjoy new offers every week with spark. They can also scan & pay in a flash and easily send money to friends using slice UPI.
We are backed by leading investors such as Tiger Global, Insight partners, Advent International, Blume Ventures, and Gunosy Capital.",Bangalore,"slice
3.4",Unknown / Non-Applicable,501 to 1000 Employees,Company - Private,Internet & Web Services,Information Technology,slice,₹16L - ₹22L (Glassdoor Est.),3.4,2010,0,16,19.0,22,12,0,1,0,0,data scientist,na,757
76,CCB_Data and Analytics- Quant Analytics (Data Science) - Associate,"601- Business Analyst I

J.P. Morgan is a leading global financial services firm, established over 200 years ago.

We are the leader in investment banking, financial services for consumers and small businesses, commercial banking, financial transaction processing, and asset management.
We have assets of $2.5 trillion and operations worldwide
we operate in more than 100 markets.
We have more than 243,000 employees globally.
Our wholesale businesses include J.P. Morgan's Asset Management, Commercial Banking and the Corporate & Investment Bank which provide products and services to corporations, governments, municipalities, non-profits, institutions, financial intermediaries and high-net worth individuals and families.
Our corporate functions support the entire organization and include the following functions: Accounting, Audit, Finance, Human Resources, Operations, and Technology.
J.P. Morgan in India provides a comprehensive range of Corporate & Investment Banking, Commercial Banking, Asset & Wealth Management, and corporate functions services and solutions to our clients, executing some of the most important financial transactions and providing essential strategic advice to our clients such as the government, large domestic and multi-national corporations, non-government organizations and financial institutions and investors. India is a key market for JPMorgan Chase globally and our employees in India are a critical part of how we do business globally and are integrated within our businesses. Our Global Service Centers (GSCs) are strategically positioned in Mumbai, Bangalore and Hyderabad to support the firm's operations regionally and globally. The centers provide comprehensive strategic support across technology and business operations processing to all lines of business and the corporate functions.
The Consumer Banking Specialist is responsible for providing timely resolutions to our Consumer and Community Banking customer's queries. They will connect with our customers through inbound/outbound calls regarding transactions on their accounts such as payments, loans, charges/fees, interest rates, rewards and other issues.

""JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.5 trillion and operations worldwide. The firm is a leader in investment banking, financial services for consumers and small business, commercial banking, financial transaction processing, and asset management. A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of consumers in the United States and many of the worlds most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands. Information about JPMorgan Chase & Co. is available at www.jpmorganchase.com.

Data Scientist required for Home Lending Data & Analytics, supporting key strategic business priorities across HL Origination with 5+ years of experience in AI/ML model development & maintainence.",Bangalore,"JPMorgan Chase Bank, N.A.
3.8",$10+ billion (USD),10000+ Employees,Company - Public,Banking & Lending,Finance,"JPMorgan Chase Bank, N.A.",₹8L - ₹18L (Glassdoor Est.),3.8,1799,0,8,13.0,18,223,0,1,0,0,data scientist,junior,2989
77,Data Engineer (Python data science)- Contract Staff,"Position: Data Engineer (Python data science libraries)- Contract Staff
Location: Remote, Pune
Experience: 1-3 year
Industry: IT
· Well versed with Python data science libraries ( Pandas, Numpy, Spacy etc)
· Understanding of at-least 1 Python web framework ( Django, Flask, FastAPI etc.)
· Comfortable with relational & No SQL databases (exposure to Graph DBs a plus)
· Solid mathematical concepts in statistics and statistical learning",Pune,"Glan Solutions
5.0",Unknown / Non-Applicable,1 to 50 Employees,Company - Private,HR Consulting,Human Resources & Staffing,Glan Solutions,Employer Provided Salary:₹3L - ₹8L,5.0,2009,1,3,5.5,8,13,1,1,1,0,data scientist,na,436
78,Data Science,"Requirements: Should have a Bachelor/Masters degree in Computer Science or Engineering or Statistics around 4 plus experience in Data Scientist
Strong working experience in Predictive, Prescriptive analytics, Natural Language Processing and Deep Learning
Sound knowledge of statistics(Distributions and Statistical Testing) and machine learning Machine learning programming experience in languages such as Python, R, Java and Scala
Experience with data visualization tools, such as Tableau
Experience on Cloud ML(AWS/Azure ML) Excellent communication skills

Responsible for: To execute proof of concepts and implement projects in Analytics using Statistical and Optimization techniques for deriving business insights with measurable success .",Bangalore,sonataOne,None,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,sonataOne,₹4L - ₹18L (Glassdoor Est.),0.0,0,0,4,11.0,18,0,1,1,0,1,data scientist,na,743
79,Data Scientist,"Job Responsibilities
Bachelor’s Degree in the fields of Statistics or an equivalent with a minimum of 3 years of experience in data science.
Should be able to interpret complex requirements and translate them to a machine learning algorithm.
Should have expertise in machine learning techniques: Regression, Classifications, Decision Trees, Random Forest.
Should have expertise in Deep Learning & Reinforcement Learning techniques
Should have experience in building statistical models using the above-mentioned techniques
Should possess the ability to build & deploy the models and interpret the results to business users",Bangalore,"Paktolus
4.5",Unknown / Non-Applicable,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Paktolus,₹3L - ₹9L (Glassdoor Est.),4.5,2009,0,3,6.0,9,13,0,1,0,0,data scientist,na,621
80,Machine learning Engineer,"Hyderabad, Telangana | Full Time

Job Description
We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying
Responsibilities
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met",Hyderābād,"Anblicks
4.1",$5 to $25 million (USD),201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Anblicks,₹6L - ₹19L (Glassdoor Est.),4.1,2004,0,6,12.5,19,18,0,1,0,0,mle,na,490
81,Machine Learning Engineer,"Department :- Analytics
Type :- Work from Office
Job Location:- Pune
Experience :- 0-1 years
Qualification :- BE/B. Tech CE/IT or M. Tech CE/IT/DataScience
Job Responsibilities :
Primary:
Design and development of machine learning models for analysis of power train and vehicle dynamics data. Research in the fields of statistics, mathematics and automobile technology for the evolution of hybrid algorithms, which couple physics and machine learning. Use cases for said hybrid data models vary across vehicle health management, fuel pilferage tracking and driver behaviour profiling.",Pune,"Intangles Lab
4.4",None,1 to 50 Employees,Unknown / Non-Applicable,None,None,Intangles Lab,₹11L - ₹12L (Glassdoor Est.),4.4,0,0,11,11.5,12,0,0,1,0,0,mle,na,584
82,Data Scientist,"And are you eager to work on quality of data sources serving our end user products?
Are you interested in bringing your Machine Learning and NLP expertise to projects?
About our Team
Our team works within the Data Operations department helping to make the most out of Elsevier's high-quality scientific content. We work in high visibility projects, bringing Data Science, Machine Learning and NLP expertise to projects. We are responsible for end-to-end development aiming to extract information found within published or submitted for publication scientific content.
About the Role
You will work on projects as a Data Scientist, bringing your Data Science, Machine Learning and NLP expertise to projects. You will collaborate with technology teams, product managers and domain experts to build high value outcome from our content. You will have the opportunity to impact significant processes that affect our customer facing products.
Responsibilities",Bangalore,"RELX
4.0",$10+ billion (USD),10000+ Employees,Company - Public,Information Technology Support Services,Information Technology,RELX,₹15L - ₹20L (Glassdoor Est.),4.0,1880,0,15,17.5,20,142,0,1,0,0,data scientist,na,952
83,DATABASE DEVELOPER / DATABASE ARCHITECTURE - DATA SCIENCE,"WE ARE HIRING FOR BENGALURU LOCATION
Position: Database Developer / Database Architecture - Data Science
Location: Jayanagar, Bengaluru _ (Karnataka)_
Role Context: AAVAS generates a tremendous amount of data on an ongoing basis. Decisioning in the company is highly data-driven and hence as an individual contributors, we require analysts who can leverage appropriate tools to generate relevant insights and create robust models that aid in decision making.
JOB DESCRIPTION
Job Responsibilities:",India,"Aavas Financiers Limited
3.7",Unknown / Non-Applicable,1001 to 5000 Employees,Company - Public,Banking & Lending,Finance,Aavas Financiers Limited,Employer Provided Salary:₹5L,3.7,2011,1,5,5.0,5,11,0,1,0,0,data scientist,na,496
84,Data Scientist - Business Insights,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

Job Summary:

The Junior Data Scientist will conduct research to help EY shape the global dialogue on topics we study and solve the toughest issues facing our clients, business, and society.

As part of the EY Research Institute, the Junior Data Scientist will be part of a team using quantitative and qualitative methods to test hypotheses, build models, and identify emerging trends related to a range of strategically important business topics. Research insights will provide content for client conversations and EY’s tier 1 thought leadership – a set of high impact publications on EY.com read by a global business audience. Past research topics include enterprise transformation, geopolitics, sustainability, technology, and consumer trust. All work will be done under the guidance of the Advanced Insights Lead , Data & Analytics Lead and in collaboration with a team of EY business leaders, subject matter experts, and content developers.",Gurgaon,"EY
3.9",None,Unknown,Unknown / Non-Applicable,None,None,EY3.9,₹9L - ₹16L (Glassdoor Est.),0.0,0,0,9,12.5,16,0,0,1,0,0,data scientist,na,1302
85,Data Scientist - Multiple Locations,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)
Primary Responsibility:
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",Mumbai,"ICICI Prudential Life
4.4",$10+ billion (USD),10000+ Employees,Company - Public,Healthcare Services & Hospitals,Healthcare,ICICI Prudential Life,₹12L - ₹16L (Glassdoor Est.),3.6,1977,0,12,14.0,16,45,0,1,0,0,data scientist,na,1078
86,Data Science cource with placement opportunity,"RSUNSTAR EDUCATIONAL ACADEMY
Welcomes students interested in Data science and Data Analytics cources with placement opportunity.
First You have to go through the 12 months of complete cource in which you will be getting benefits of Delivery of study materials to your home address, E-books, live 1 to 1 video classes with live doubt solving sessions by best faculty member, recorded lectures, cource completion certificate and 100% guaranteed job placement in top IT companies with salary package of 6LPA to 15LPA.
Only persons who are willing to take cource can apply for it either fresher or experience both are applicable. It's open to all fields like B.com, Bsc, BA, etc and no age Criteria.",Hyderābād,Rsunstar Educational Academy,None,None,None,None,None,Rsunstar Educational Academy,Employer Provided Salary:₹6L - ₹12L,0.0,0,1,6,9.0,12,0,0,1,0,0,data scientist,na,695
87,Data Scientist - Multiple Locations,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)
Primary Responsibility:
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",Hyderābād,"UnitedHealth Group
3.6",$10+ billion (USD),10000+ Employees,Company - Public,Healthcare Services & Hospitals,Healthcare,UnitedHealth Group,₹12L - ₹16L (Glassdoor Est.),3.6,1977,0,12,14.0,16,45,0,1,0,0,data scientist,na,1078
88,Machine Learning Engineer - Innovation Center Network,"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

SUMMARY
The SAP Innovation Center Network (ICN) is responsible for contextualizing and pioneering the emerging technologies that will be foundational for SAP’s future success. We shape the next generation of enterprise software by exploring new technologies and developing bold prototypes. Join the team as a Machine Learning Engineer and be part of the team in Bangalore that has a vision towards new technologies and is committed to transformative innovations in a startup-like environment. You will have the opportunity to explore and contribute to the next generation of business applications, platforms, and software engineering tools.

You will..",Bangalore,"SAP
4.4",$10+ billion (USD),10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,SAP,₹7L - ₹18L (Glassdoor Est.),4.4,1972,0,7,12.5,18,50,0,1,0,0,mle,na,1196
89,Artificial Intelligence Internship,"About Company: Evolve Robot Lab is the India's first robot innovation lab for Robotics Engineering & Artificial Intelligence Solution.
Robotics research company"", with the grand vision to improve the quality of life in the very part of India with various deep tech solutions.
Who we are: Robotics start-up with young creative team based out of Madras, Tamilnadu We are making affordable robotics product for both industrial & military application.
Our Edu-Tech training facilitate to inspire & educate the next 10 million young generation of innovators, engineers, scientist & artists in the field of Robotics.
Our specialization :",India,"SAP
4.4",None,None,None,None,None,SAP4.4,Employer Provided Salary:₹12T,0.0,0,1,12,12.0,12,0,0,1,0,0,na,na,631
